"TreeDepth","Plugin","Description","Created Date","Modified Date","Accessed Date","Changed Date"
0,"DllList","DLL Load: Process 60 svchost.exe Loaded IPHLPAPI.DLL (c:\windows\system32\IPHLPAPI.DLL) Size 249856 Offset 140734535696384","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WLDP.DLL (C:\Windows\SYSTEM32\WLDP.DLL) Size 151552 Offset 140734541332480","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1978368 Offset 140734554701824","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded MSASN1.dll (C:\Windows\System32\MSASN1.dll) Size 73728 Offset 140734547230720","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WINTRUST.dll (C:\Windows\System32\WINTRUST.dll) Size 364544 Offset 140734554177536","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded DSROLE.dll (c:\windows\system32\DSROLE.dll) Size 40960 Offset 140734488641536","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded OLEAUT32.dll (C:\Windows\System32\OLEAUT32.dll) Size 802816 Offset 140734579539968","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded clbcatq.dll (C:\Windows\System32\clbcatq.dll) Size 663552 Offset 140734607130624","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded schedsvc.dll (c:\windows\system32\schedsvc.dll) Size 897024 Offset 140734486937600","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded UBPM.dll (c:\windows\system32\UBPM.dll) Size 331776 Offset 140734486544384","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded EventAggregation.dll (c:\windows\system32\EventAggregation.dll) Size 102400 Offset 140734545330176","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded AUTHZ.dll (c:\windows\system32\AUTHZ.dll) Size 307200 Offset 140734531436544","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded POWRPROF.dll (C:\Windows\System32\POWRPROF.dll) Size 380928 Offset 140734547492864","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WMICLNT.dll (c:\windows\system32\WMICLNT.dll) Size 69632 Offset 140734486020096","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded sspicli.dll (C:\Windows\system32\sspicli.dll) Size 192512 Offset 140734546378752","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded bcrypt.dll (C:\Windows\System32\bcrypt.dll) Size 155648 Offset 140734558502912","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded taskcomp.dll (C:\Windows\system32\taskcomp.dll) Size 499712 Offset 140734485430272","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded cryptsp.dll (C:\Windows\System32\cryptsp.dll) Size 94208 Offset 140734554570752","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded ntmarta.dll (C:\Windows\SYSTEM32\ntmarta.dll) Size 200704 Offset 140734530781184","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded CSystemEventsBrokerClient.dll (c:\windows\system32\CSystemEventsBrokerClient.dll) Size 45056 Offset 140734485233664","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded svchost.exe (C:\Windows\System32\svchost.exe) Size 65536 Offset 140696327553024","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2019328 Offset 140734614405120","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 733184 Offset 140734608834560","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2707456 Offset 140734551425024","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 647168 Offset 140734581637120","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1175552 Offset 140734580457472","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1024000 Offset 140734556733440","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded combase.dll (C:\Windows\System32\combase.dll) Size 3330048 Offset 140734566367232","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded bcryptPrimitives.dll (C:\Windows\System32\bcryptPrimitives.dll) Size 520192 Offset 140734550769664","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded kernel.appcore.dll (C:\Windows\System32\kernel.appcore.dll) Size 69632 Offset 140734547361792","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140734613553152","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded user32.dll (C:\Windows\System32\user32.dll) Size 1667072 Offset 140734574428160","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded win32u.dll (C:\Windows\System32\win32u.dll) Size 131072 Offset 140734551293952","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded GDI32.dll (C:\Windows\System32\GDI32.dll) Size 167936 Offset 140734605099008","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded gdi32full.dll (C:\Windows\System32\gdi32full.dll) Size 1687552 Offset 140734548082688","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded msvcp_win.dll (C:\Windows\System32\msvcp_win.dll) Size 655360 Offset 140734550114304","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded ncbservice.dll (c:\windows\system32\ncbservice.dll) Size 393216 Offset 140734486151168","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded WS2_32.dll (C:\Windows\System32\WS2_32.dll) Size 446464 Offset 140734607851520","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded OLEAUT32.dll (C:\Windows\System32\OLEAUT32.dll) Size 802816 Offset 140734579539968","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded NSI.dll (C:\Windows\System32\NSI.dll) Size 32768 Offset 140734580391936","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded powrprof.dll (C:\Windows\System32\powrprof.dll) Size 380928 Offset 140734547492864","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded IPHLPAPI.DLL (c:\windows\system32\IPHLPAPI.DLL) Size 249856 Offset 140734535696384","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded BrokerLib.dll (c:\windows\system32\BrokerLib.dll) Size 262144 Offset 140734490607616","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded SystemEventsBrokerClient.dll (c:\windows\system32\SystemEventsBrokerClient.dll) Size 49152 Offset 140734485954560","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded WLDP.DLL (C:\Windows\SYSTEM32\WLDP.DLL) Size 151552 Offset 140734541332480","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1978368 Offset 140734554701824","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded MSASN1.dll (C:\Windows\System32\MSASN1.dll) Size 73728 Offset 140734547230720","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded WINTRUST.dll (C:\Windows\System32\WINTRUST.dll) Size 364544 Offset 140734554177536","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded windows.devices.radios.dll (C:\Windows\SYSTEM32\windows.devices.radios.dll) Size 237568 Offset 140734484971520","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded cfgmgr32.dll (C:\Windows\System32\cfgmgr32.dll) Size 303104 Offset 140734549786624","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded httpprxc.dll (C:\Windows\SYSTEM32\httpprxc.dll) Size 36864 Offset 140734484905984","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded SspiCli.dll (c:\windows\system32\SspiCli.dll) Size 192512 Offset 140734546378752","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded mswsock.dll (C:\Windows\system32\mswsock.dll) Size 421888 Offset 140734538711040","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded clbcatq.dll (C:\Windows\System32\clbcatq.dll) Size 663552 Offset 140734607130624","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded svchost.exe (C:\Windows\system32\svchost.exe) Size 65536 Offset 140696327553024","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2019328 Offset 140734614405120","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 733184 Offset 140734608834560","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2707456 Offset 140734551425024","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 647168 Offset 140734581637120","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1175552 Offset 140734580457472","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1024000 Offset 140734556733440","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded combase.dll (C:\Windows\System32\combase.dll) Size 3330048 Offset 140734566367232","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded bcryptPrimitives.dll (C:\Windows\System32\bcryptPrimitives.dll) Size 520192 Offset 140734550769664","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded kernel.appcore.dll (C:\Windows\System32\kernel.appcore.dll) Size 69632 Offset 140734547361792","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140734613553152","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded user32.dll (C:\Windows\System32\user32.dll) Size 1667072 Offset 140734574428160","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded win32u.dll (C:\Windows\System32\win32u.dll) Size 131072 Offset 140734551293952","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded GDI32.dll (C:\Windows\System32\GDI32.dll) Size 167936 Offset 140734605099008","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded gdi32full.dll (C:\Windows\System32\gdi32full.dll) Size 1687552 Offset 140734548082688","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded msvcp_win.dll (C:\Windows\System32\msvcp_win.dll) Size 655360 Offset 140734550114304","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded coremessaging.dll (c:\windows\system32\coremessaging.dll) Size 921600 Offset 140734504435712","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded WLDP.DLL (C:\Windows\SYSTEM32\WLDP.DLL) Size 151552 Offset 140734541332480","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1978368 Offset 140734554701824","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded MSASN1.dll (C:\Windows\System32\MSASN1.dll) Size 73728 Offset 140734547230720","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 464 svchost.exe Loaded WINTRUST.dll (C:\Windows\System32\WINTRUST.dll) Size 364544 Offset 140734554177536","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded svchost.exe (C:\Windows\System32\svchost.exe) Size 65536 Offset 140696327553024","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2019328 Offset 140734614405120","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 733184 Offset 140734608834560","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2707456 Offset 140734551425024","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 647168 Offset 140734581637120","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1175552 Offset 140734580457472","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1024000 Offset 140734556733440","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded combase.dll (C:\Windows\System32\combase.dll) Size 3330048 Offset 140734566367232","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded bcryptPrimitives.dll (C:\Windows\System32\bcryptPrimitives.dll) Size 520192 Offset 140734550769664","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded kernel.appcore.dll (C:\Windows\System32\kernel.appcore.dll) Size 69632 Offset 140734547361792","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140734613553152","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded user32.dll (C:\Windows\System32\user32.dll) Size 1667072 Offset 140734574428160","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded win32u.dll (C:\Windows\System32\win32u.dll) Size 131072 Offset 140734551293952","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded GDI32.dll (C:\Windows\System32\GDI32.dll) Size 167936 Offset 140734605099008","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded gdi32full.dll (C:\Windows\System32\gdi32full.dll) Size 1687552 Offset 140734548082688","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded msvcp_win.dll (C:\Windows\System32\msvcp_win.dll) Size 655360 Offset 140734550114304","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded lmhsvc.dll (c:\windows\system32\lmhsvc.dll) Size 49152 Offset 140734484840448","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded WS2_32.dll (C:\Windows\System32\WS2_32.dll) Size 446464 Offset 140734607851520","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded WLDP.DLL (C:\Windows\SYSTEM32\WLDP.DLL) Size 151552 Offset 140734541332480","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1978368 Offset 140734554701824","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded MSASN1.dll (C:\Windows\System32\MSASN1.dll) Size 73728 Offset 140734547230720","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded WINTRUST.dll (C:\Windows\System32\WINTRUST.dll) Size 364544 Offset 140734554177536","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded nrpsrv.DLL (c:\windows\system32\nrpsrv.DLL) Size 36864 Offset 140734484774912","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded timebrokerserver.dll (c:\windows\system32\timebrokerserver.dll) Size 192512 Offset 140734484578304","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded powrprof.dll (C:\Windows\System32\powrprof.dll) Size 380928 Offset 140734547492864","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 680 svchost.exe Loaded BrokerLib.dll (c:\windows\system32\BrokerLib.dll) Size 262144 Offset 140734490607616","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 60 svchost.exe (147952275051264)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 60 svchost.exe (147952275051264)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 356 svchost.exe (147952275075840)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 356 svchost.exe (147952275075840)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 464 svchost.exe (147952275338112)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 464 svchost.exe (147952275338112)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 680 svchost.exe (147952275346304)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 680 svchost.exe (147952275346304)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 1140 svchost.exe (147952276800384)","2021-10-08 17:25:52.000000 ",,,
0,"PsScan","Process: 1140 svchost.exe (147952276800384)","2021-10-08 17:25:52.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded BthRadioMedia.dll (C:\Windows\system32\BthRadioMedia.dll) Size 131072 Offset 140734466752512","2021-10-08 17:25:54.000000 ",,,
0,"DllList","DLL Load: Process 356 svchost.exe Loaded DEVOBJ.dll (C:\Windows\system32\DEVOBJ.dll) Size 167936 Offset 140734545133568","2021-10-08 17:25:54.000000 ",,,
0,"DllList","DLL Load: Process 1140 svchost.exe Loaded svchost.exe (C:\Windows\system32\svchost.exe) Size 65536 Offset 140696327553024","2021-10-08 17:25:56.000000 ",,,
0,"DllList","DLL Load: Process 1140 svchost.exe Loaded <volatility3.framework.renderers.UnreadableValue object at 0x7f485f82d250> (<volatility3.framework.renderers.UnreadableValue object at 0x7f485f82d250>) Size 2019328 Offset 140734614405120","2021-10-08 17:25:56.000000 ",,,
0,"PsList","Process: 1236 svchost.exe (147952276026240)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1236 svchost.exe (147952276026240)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1268 MemCompression (147952183357504)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1268 MemCompression (147952183357504)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1376 svchost.exe (147952183087232)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1376 svchost.exe (147952183087232)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1392 svchost.exe (147952183070848)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1392 svchost.exe (147952183070848)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1568 svchost.exe (147952182657152)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1568 svchost.exe (147952182657152)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1580 svchost.exe (147952236254080)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1580 svchost.exe (147952236254080)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1624 helperservice. (147952278627264)","2021-10-08 17:25:58.000000 ",,,
0,"PsList","Process: 1624 helperservice. (147952278627264)","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 712 svchost.exe Loaded CRYPTBASE.DLL (C:\Windows\System32\CRYPTBASE.DLL) Size 49152 Offset 140734540611584","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 824 svchost.exe Loaded kernel.appcore.dll (C:\Windows\System32\kernel.appcore.dll) Size 69632 Offset 140734547361792","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 824 svchost.exe Loaded wshhyperv.dll (C:\Windows\system32\wshhyperv.dll) Size 28672 Offset 140734446567424","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded profsvc.dll (c:\windows\system32\profsvc.dll) Size 495616 Offset 140734463868928","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded advapi32.dll (C:\Windows\System32\advapi32.dll) Size 667648 Offset 140734578819072","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded profapi.dll (C:\Windows\System32\profapi.dll) Size 147456 Offset 140734547886080","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded TimeBrokerClient.dll (c:\windows\system32\TimeBrokerClient.dll) Size 57344 Offset 140734463803392","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded profsvcext.dll (C:\Windows\SYSTEM32\profsvcext.dll) Size 204800 Offset 140734463541248","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WLDAP32.dll (C:\Windows\System32\WLDAP32.dll) Size 393216 Offset 140734576132096","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded SHELL32.dll (C:\Windows\System32\SHELL32.dll) Size 21991424 Offset 140734582358016","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded cfgmgr32.dll (C:\Windows\System32\cfgmgr32.dll) Size 303104 Offset 140734549786624","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded shcore.dll (C:\Windows\System32\shcore.dll) Size 688128 Offset 140734604378112","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded windows.storage.dll (C:\Windows\System32\windows.storage.dll) Size 7647232 Offset 140734558699520","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded shlwapi.dll (C:\Windows\System32\shlwapi.dll) Size 335872 Offset 140734613159936","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded USERENV.dll (c:\windows\system32\USERENV.dll) Size 167936 Offset 140734546182144","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded logoncli.dll (c:\windows\system32\logoncli.dll) Size 262144 Offset 140734536941568","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded netutils.dll (c:\windows\system32\netutils.dll) Size 57344 Offset 140734536810496","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded wkscli.dll (c:\windows\system32\wkscli.dll) Size 94208 Offset 140734460395520","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WPTaskScheduler.dll (C:\Windows\SYSTEM32\WPTaskScheduler.dll) Size 192512 Offset 140734460198912","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WS2_32.dll (C:\Windows\System32\WS2_32.dll) Size 446464 Offset 140734607851520","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded mswsock.dll (C:\Windows\system32\mswsock.dll) Size 421888 Offset 140734538711040","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded gpapi.dll (C:\Windows\SYSTEM32\gpapi.dll) Size 139264 Offset 140734526783488","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded wtsapi32.dll (C:\Windows\SYSTEM32\wtsapi32.dll) Size 77824 Offset 140734514003968","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded WINSTA.dll (C:\Windows\SYSTEM32\WINSTA.dll) Size 360448 Offset 140734544740352","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded DABAPI.dll (c:\windows\system32\DABAPI.dll) Size 65536 Offset 140734490345472","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded usermgr.dll (c:\windows\system32\usermgr.dll) Size 1286144 Offset 140734458232832","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded wintypes.dll (C:\Windows\SYSTEM32\wintypes.dll) Size 1380352 Offset 140734477500416","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded <volatility3.framework.renderers.UnreadableValue object at 0x7f485fa11970> (<volatility3.framework.renderers.UnreadableValue object at 0x7f485fa11970>) Size 180224 Offset 140734455611392","2021-10-08 17:25:58.000000 ",,,
0,"DllList","DLL Load: Process 60 svchost.exe Loaded JoinUtil.dll (C:\Windows\SYSTEM32\JoinUtil.dll) Size 266240 Offset 140734540873728","2021-10-08 17:25:58.000000 ",,,
